item_id,original_name,released,category,candidate,reason,original_description
xcl_family_cherubi_04,Cute Ore,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cherubi family. When kept in the bag, the Pokémon will take reduced damage from explosions and splash damage."
xcl_family_cherubi_05,Cherrim Aroma,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Cherrim family. 
xcl_family_chikorita_00,Bright Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Meganium family. When kept in the bag, the Pokémon will gradually restore the HP of its allies when its own HP is full."
xcl_family_chikorita_01,Spice Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bayleef family. When kept in the bag, the Pokémon changes the floor to Grassy Terrain after using a Status move."
xcl_family_chikorita_02,Chikorita Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chikorita family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_chikorita_03,Chikorita Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chikorita family. When kept in the bag, the Pokémon recovers faster from status problems."
xcl_family_chikorita_04,Dawn Jewel,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chikorita family. When kept in the bag, the Pokémon's natural HP-recovery speed is boosted."
xcl_family_chikorita_05,Bayleef Seal,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Bayleef family. 
xcl_family_chimchar_00,Blazing Ruff,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Infernape family. When kept in the bag, the Pokémon's Status moves inflict the Burned status."
xcl_family_chimchar_01,Burst Sash,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Monferno family. When kept in the bag, the Pokémon is protected from weather damage."
xcl_family_chimchar_02,Chimchar Hair,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chimchar family. When kept in the bag, the Pokémon cannot have its Speed lowered."
xcl_family_chimchar_03,Chimchar Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chimchar family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_chimchar_04,Nimble Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chimchar family. When kept in the bag, the Pokémon is more likely to evade attacks from close up."
xcl_family_chimchar_05,Monferno Crest,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Monferno family. 
xcl_family_chimecho_00,Chimecho Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chimecho family. When kept in the bag, the Pokémon gains the Safeguard status after using a Status move."
xcl_family_chimecho_01,Chimecho Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chimecho family. When kept in the bag, the Pokémon's natural HP-recovery speed is boosted."
xcl_family_chimecho_02,Chingling Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chingling family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_chimecho_03,Chingling Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chingling family. When kept in the bag, the Pokémon gets an extra 2PP to all of its moves."
xcl_family_chimecho_04,Chingling Tag,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chingling family. When kept in the bag, the Pokemon's moves and items that hit in a straight line cannot damage allies."
xcl_family_chimecho_05,Chimecho Ring,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chimecho family. When kept in the bag, the Pokémon will find more shops when exploring in dungeons."
xcl_family_chinchou_00,Lanturn Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Lanturn family. When kept in the bag, it reduces damage done by Dark-type attacks."
xcl_family_chinchou_01,Lanturn Sash,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Lanturn family. When kept in the bag, it raises the critical-hit ratio of super-effective hits."
xcl_family_chinchou_02,Chinchou Dew,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chinchou family. When kept in the bag, the Pokémon's PP cannot be lowered by the moves and abilities of opposing Pokémon."
xcl_family_chinchou_03,Chinchou Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chinchou family. When kept in the bag, the Pokémon's attacks never miss and always land a critical hit if all moves have the same PP."
xcl_family_clamperl_00,Gorebyss Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Gorebyss family. When kept in the bag, it reduces damage done by Fighting-type attacks."
xcl_family_clamperl_01,Deep Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Huntail family. When kept in the bag, it reduces damage done by Fairy-type attacks."
xcl_family_clamperl_02,Clamperl Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clamperl family. When kept in the bag, the Pokémon gets an extra 2PP to all of its moves."
xcl_family_clamperl_03,Clamperl Foam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clamperl family. When kept in the bag, the Pokémon takes reduced damage from multiple attacks in a turn."
xcl_family_clamperl_04,Clamperl Brooch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clamperl family. When kept in the bag, the Pokémon recovers faster from status problems."
xcl_family_clamperl_05,Clamperl Ring,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Clamperl family. 
xcl_family_clauncher_00,Clawitzer Specs,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clawitzer family. When kept in the bag, the Pokemon's moves and items that hit in a straight line will pass through walls."
xcl_family_clauncher_01,Clawitzer Scope,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clawitzer family. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Rain status."
xcl_family_clauncher_02,Clauncher Dew,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clauncher family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_clauncher_03,Clauncher Card,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clauncher family. When kept in the bag, the Pokémon's attacks never miss and always land a critical hit if all moves have the same PP."
xcl_family_clauncher_04,Clauncher Charm,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clauncher family. When kept in the bag, it raises the critical-hit ratio of super-effective hits."
xcl_family_clefairy_00,Fairy Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clefable family. When kept in the bag, it increases the Pokémon's luck when using Metronome."
xcl_family_clefairy_01,Moon Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clefairy family. When kept in the bag, the Pokémon's Normal-type moves are boosted."
xcl_family_clefairy_02,Cleffa Dew,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cleffa family. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_clefairy_03,Cleffa Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cleffa family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_clefairy_04,Starry Ore,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cleffa family. When kept in the bag, the effects of wands will fly in an arc when waved by the Pokémon."
xcl_family_clefairy_05,Clefairy Jewel,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Clefairy family. When kept in the bag, the Pokémon will find more Treasure Chests when exploring in dungeons."
xcl_family_combee_00,Vespiquen Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Vespiquen family. When kept in the bag, the Pokémon will gradually restore the HP of its allies when its own HP is full."
